year	cleaned_tweets	tokenized_tweets
2016	페미들이 아무리 연대한다 연대한다 해도 한남들 강간연대는 이길 수가 없다. 박진성 피해사례가 가을날 은행 털리듯 쏟아지고 있는데 어떻게 기사 한 줄 안나오냐? 이자혜는 너도나도 써올리더만?	['페미/NNP', '들/XSN', '이/JKS', '아무리/MAG', '연대/NNG', '한다/XSV+EC', '연대/NNG', '한다/XSV+EC', '해도/VV+EC', '한남/NNG', '들/XSN', '강간/NNG', '연대/NNG', '는/JX', '이길/VV+ETM', '수/NNB', '가/JKS', '없/VA', '다/EF', './SF', '박진성/NNP', '피해/NNG', '사례/NNG', '가/JKS', '가을/NNG', '날/NNG', '은행/NNG', '털리/VV', '듯/EC', '쏟아지/VV', '고/EC', '있/VX', '는데/EC', '어떻게/MAG', '기사/NNG', '한/MM', '줄/NNG', '안/MAG', '나오/VV', '냐/EF', '?/SF', '이/MM', '자혜/NNG', '는/JX', '너도나도/MAG', '써/VV+EC', '올리/VV', '더만/EF', '?/SF']
2016	온갖 예술계 성폭력 고발 소식에 지친 여러분 얼른 걷기왕을 보러 가자. 한남 고추밭인 한국영화계에서 스탭들 성폭력예방교육을 하고 여자 고등학생 원톱 주인공에 여자 캐릭터들이 다수 등장하는 이런 귀한 영화는 직접 극장에 가서 보고 돈을 벌게 해줘야 한다	['온갖/MM', '예술/NNG', '계/XSN', '성폭력/NNG', '고발/NNG', '소식/NNG', '에/JKB', '지친/VV+ETM', '여러분/NP', '얼른/MAG', '걷/VV', '기/ETN', '왕/NNG', '을/JKO', '보/VV', '러/EC', '가/VX', '자/EF', './SF', '한남/NNG', '고추밭/NNG', '인/VCP+ETM', '한국/NNP', '영화/NNG', '계/XSN', '에서/JKB', '스탭/NNG', '들/XSN', '성폭력/NNG', '예방/NNG', '교육/NNG', '을/JKO', '하/VV', '고/EC', '여자/NNG', '고등학생/NNG', '원/NNG', '톱/NNG', '주인공/NNG', '에/JKB', '여자/NNG', '캐릭터/NNG', '들/XSN', '이/JKS', '다수/NNG', '등장/NNG', '하/XSV', '는/ETM', '이런/MM', '귀한/VA+ETM', '영화/NNG', '는/JX', '직접/MAG', '극장/NNG', '에/JKB', '가/VV', '서/EC', '보/VX', '고/EC', '돈/NNG', '을/JKO', '벌/VV', '게/EC', '해/VV+EC', '줘야/VX+EC', '한다/VX+EC']
2016	어 존나 존심상하지만 솔직히 나도 트위터에서나 한남 존나 개싫다 죽어라 하지 밖에서 당장 택시기사 한명한테도 소신있게 말못함?? 왜냐 죽을까봐..	['어/IC', '존나/MAG', '존/NNP', '심상/NNG', '하/XSV', '지만/EC', '솔직히/MAG', '나/NP', '도/JX', '트위터/NNP', '에서/JKB', '나/JX', '한남/NNG', '존나/MAG', '개/NNG', '싫/VA', '다/EC', '죽/VV', '어라/EC', '하/VV', '지/EC', '밖/NNG', '에서/JKB', '당장/NNG', '택시/NNG', '기사/NNG', '한/MM', '명/NNBC', '한테/JKB', '도/JX', '소신/NNG', '있/VV', '게/EC', '말/VX+EC', '못함/VX+ETN', '?/SF', '?/SY', '왜/NNG', '냐/VCP+EC', '죽/VV', '을까/EC', '봐/VX+EF', './SF', './SF']
2016	이대생들한테 정권 퇴진 시위까지 하라고 요구하는거 보니까, '페미니스트들은 왜 군대 문제는 시위 안 하냐'며 징징거리는 수많은 한남들이 생각나네.	"['이/MM', '대생/NNG', '들/XSN', '한테/JKB', '정권/NNG', '퇴진/NNG', '시위/NNG', '까지/JX', '하/VV', '라고/EC', '요구/NNG', '하/XSV', '는/ETM', '거/NNB', '보/VV', '니까/EC', ',/SC', ""'/SY"", '페미니스트/NNG', '들/XSN', '은/JX', '왜/MAG', '군대/NNG', '문제/NNG', '는/JX', '시위/NNG', '안/MAG', '하/VV', '냐/EC', ""'/SY"", '며/EC', '징징거리/VV', '는/ETM', '수많/VA', '은/ETM', '한남/NNG', '들/XSN', '이/JKS', '생각나/VV', '네/EF', './SF']"
2016	신나게 악플 달던 한 한남은 악플을 다는 근거랍시고 곽정은분에 대한 나무위키 링크를 가져왔다. 다른 유명인사들과 달리, 나무위키에 작성된 내용의 90% 이상이 '논란'에 대한 설명이다. 얼마나 한남들이 그를 '껄끄러워' 하는지 너무나 여실히 보여주는.	"['신나/VV', '게/EC', '악/XPN', '플/NNG', '달/VV', '던/ETM', '한/MM', '한남/NNG', '은/JX', '악/XPN', '플/NNG', '을/JKO', '다/MAG', '는/JX', '근거/NNG', '랍시고/VCP+EC', '곽정은/NNP', '분/NNB', '에/JKB', '대한/VV+ETM', '나무/NNG', '위키/NNP', '링크/NNG', '를/JKO', '가져왔/VV+EP', '다/EF', './SF', '다른/MM', '유명/NNG', '인사/NNG', '들/XSN', '과/JKB', '달리/MAG', ',/SC', '나무/NNG', '위키/NNP', '에/JKB', '작성/NNG', '된/XSV+ETM', '내용/NNG', '의/JKG', '90/SN', '%/SY', '이상/NNG', '이/JKS', ""'/SY"", '논란/NNG', ""'/SY"", '에/JKB', '대한/VV+ETM', '설명/NNG', '이/VCP', '다/EF', './SF', '얼마나/MAG', '한남/NNG', '들/XSN', '이/JKS', '그/NP', '를/JKO', ""'/SY"", '껄끄러워/VA+EC', ""'/SY"", '하/VV', '는지/EC', '너무나/MAG', '여실히/MAG', '보여/VV+EC', '주/VX', '는/ETM', './SF']"
2016	생각해보면 곽정은분은, 자신의 소유와 통제 가능성을 기준으로 여성의 가치를 매기길 좋아하는 한남들이 '껄끄러워 할' 모든 요소를 갖추고 있다. 수많은 편견을 이겨내고 솔직하고 당당하게 살아온 것 만으로도 그는 다른 여성들과 마찬가지로 가치있는 존재다.	"['생각/NNG', '해/XSV+EC', '보/VX', '면/EC', '곽정은/NNP', '분/NNB', '은/JX', ',/SC', '자신/NNG', '의/JKG', '소유/NNG', '와/JC', '통제/NNG', '가능/NNG', '성/XSN', '을/JKO', '기준/NNG', '으로/JKB', '여성/NNG', '의/JKG', '가치/NNG', '를/JKO', '매기/VV', '길/ETN+JKO', '좋/VA', '아/EC', '하/VV', '는/ETM', '한남/NNG', '들/XSN', '이/JKS', ""'/SY"", '껄끄러워/VA+EC', '할/VX+ETM', ""'/SY"", '모든/MM', '요소/NNG', '를/JKO', '갖추/VV', '고/EC', '있/VX', '다/EF', './SF', '수많/VA', '은/ETM', '편견/NNG', '을/JKO', '이겨/VV+EC', '내/VX', '고/EC', '솔직/XR', '하/XSA', '고/EC', '당당/XR', '하/XSA', '게/EC', '살아온/VV+ETM', '것/NNB', '만/NNG', '으로/JKB', '도/JX', '그/NP', '는/JX', '다른/MM', '여성/NNG', '들/XSN', '과/JKB', '마찬가지/NNG', '로/JKB', '가치/NNG', '있/VV', '는/ETM', '존재/NNG', '다/VCP+EF', './SF']"
2016	웜련들의 목표는 시헤남과의 안전결혼이라고 주장하는 사람이네^^~~~~~ 남혐러들한텤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ민텨2차가해 했을때 실드치면서 또 한남좆물은거같은 소리하던뎈ㅋㅋㅋㅋㅋㅋㅋ한자한자 빻음이 느껴지네 ㅋㅋㅋ연댘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ pic.twitter.com/FU57N3ScNp	['웜/NNG', '련/NNG', '들/XSN', '의/JKG', '목표/NNG', '는/JX', '시/NNG', '헤/XSV+EC', '남과/NNG', '의/JKG', '안전/NNG', '결혼/NNG', '이/VCP', '라고/EC', '주장/NNG', '하/XSV', '는/ETM', '사람/NNG', '이/VCP', '네/EF', '^^~~~~~/SY', '남/NNG', '혐러들한텤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ민텨/UNKNOWN', '2/SN', '차/NNBC', '가/JKS', '해/VV+EC', '했/VX+EP', '을/ETM', '때/NNG', '실드/NNG', '치/VV', '면서/EC', '또/MAG', '한남/NNG', '좆/NNG', '물/VV', '은/ETM', '거/NNB', '같/VA', '은/ETM', '소리/NNG', '하/XSV', '던/ETM', '뎈ㅋㅋㅋㅋㅋㅋㅋ한자한자/UNKNOWN', '빻/VV', '음/ETN', '이/JKS', '느껴/VV+EC', '지/VX', '네/EF', 'ㅋㅋㅋ/IC', '연/NNG+VCP+EC', '댘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ/UNKNOWN', 'pic/SL', './SY', 'twitter/SL', './SY', 'com/SL', '//SC', 'FU/SL', '57/SN', 'N/SL', '3/SN', 'ScNp/SL']
2016	보검이는 옆집 오빠 이미지아니야 옆집엔 한남사는데 ㅠㅠ pic.twitter.com/EkwrakS57Q	['보검/NNG', '이/NP', '는/JX', '옆집/NNG', '오빠/NNG', '이미지/NNG', '아니/VCN', '야/EC', '옆집/NNG', '엔/JKB+JX', '한남/NNG', '사/VV', '는데/EC', 'ㅠㅠ/UNKNOWN', 'pic/SL', './SY', 'twitter/SL', './SY', 'com/SL', '//SC', 'EkwrakS/SL', '57/SN', 'Q/SL']
2016	지금까지 자칭 페미니스트라고 나불대며 여성에게 신체적, 정신척 피해 입힌 한남 차고 넘치게 많이 봤고, 그 가해자 한명당 피해자는 최소 2명 이상이다. 하지만 피해자가 소리내어 공론화 시킨 케이스는 숫자에 비해 적다. 정말 용기내기 쉽지 않은 일.	['지금/NNG', '까지/JX', '자칭/NNG', '페미니스트/NNG', '라고/VCP+EC', '나불대/VV', '며/EC', '여성/NNG', '에게/JKB', '신체/NNG', '적/XSN', ',/SC', '정신/NNG', '척/MAG', '피해/VV+EC', '입힌/VV+ETM', '한남/NNG', '차/VV', '고/EC', '넘치/VV', '게/EC', '많이/MAG', '봤/VV+EP', '고/EC', ',/SC', '그/MM', '가해자/NNG', '한/MM', '명/NNBC', '당/XSN', '피해자/NNG', '는/JX', '최소/NNG', '2/SN', '명/NNBC', '이상/NNG', '이/VCP', '다/EF', './SF', '하지만/MAJ', '피해자/NNG', '가/JKS', '소리/NNG', '내/VV', '어/EC', '공론/NNG', '화/XSN', '시킨/XSV+ETM', '케이스/NNG', '는/JX', '숫자/NNG', '에/JKB', '비해/VV+EC', '적/VA', '다/EF', './SF', '정말/MAG', '용기/NNG', '내/VV', '기/ETN', '쉽/VA', '지/EC', '않/VX', '은/ETM', '일/NNG', './SF']
2016	오타쿠 남자라고 비오타쿠 남자에 비해 덜 한남스러울까? 전혀 아님. 그들도 '남자라면' 이래야 한다 저래야 한다는 규범에 깊이 물들어있고 사실 오타쿠 층에서 향유하는 문화컨텐츠들도 성역할에 있어 그런 주류사회의 규범과 거의 다르지 않고 더 노골적임.	"['오타쿠/NNP', '남자/NNG', '라고/VCP+EC', '비/XPN', '오타쿠/NNP', '남자/NNG', '에/JKB', '비해/VV+EC', '덜/MAG', '한남/NNG', '스러울까/XSA+EF', '?/SF', '전혀/MAG', '아님/VCN+ETN', './SF', '그/NP', '들/XSN', '도/JX', ""'/SY"", '남자/NNG', '라면/VCP+EC', ""'/SY"", '이래야/VV+EC', '한다/VX+EC', '저래야/VV+EC', '한다는/VX+ETM', '규범/NNG', '에/JKB', '깊이/MAG', '물들/VV', '어/EC', '있/VX', '고/EC', '사실/MAG', '오타쿠/NNP', '층/NNG', '에서/JKB', '향유/NNG', '하/XSV', '는/ETM', '문화/NNG', '컨텐츠/NNG', '들/XSN', '도/JX', '성/NNG', '역할/NNG', '에/JKB', '있/VV', '어/EC', '그런/MM', '주류/NNG', '사회/NNG', '의/JKG', '규범/NNG', '과/JKB', '거의/MAG', '다르/VA', '지/EC', '않/VX', '고/EC', '더/MAG', '노골/NNG', '적/XSN', '임/VCP+ETN', './SF']"
2016	되치기 당한 사람들 늘 하는 '실제로 메갈 가본 적도 없지만','이자혜 웹툰 본 적은 없지만' 이 변명이 얼마나 웃긴 소린지 알아?잘 알지도 못하면서 단지 페미니스트라니까, 한남과 싸우니까 쉴드 쳐줬단 소리는 진영 논리 말고 나한텐 없다는 고백이야	"['되치기/NNG', '당한/VV+ETM', '사람/NNG', '들/XSN', '늘/MAG', '하/VV', '는/ETM', ""'/SY"", '실제로/MAG', '메/VV+EC', '갈/VX+ETM', '가/VV+EC', '본/VX+ETM', '적/NNB', '도/JX', '없/VA', '지만/EC', ""','/SY"", '이/MM', '자혜/NNG', '웹툰/NNP', '본/VV+ETM', '적/NNB', '은/JX', '없/VA', '지만/EC', ""'/SY"", '이/MM', '변명/NNG', '이/JKS', '얼마나/MAG', '웃긴/VV+ETM', '소린지/NNG+VCP+EC', '알/VV', '아/EF', '?/SF', '잘/MAG', '알/VV', '지/EC', '도/JX', '못하/VX', '면서/EC', '단지/MAG', '페미니스트/NNG', '라니까/VCP+EC', ',/SC', '한남/NNG', '과/JKB', '싸우/VV', '니까/EC', '쉴/VV+ETM', '드/NNG', '쳐/VV+EC', '줬/VX+EP', '단/ETM', '소리/NNG', '는/JX', '진영/NNG', '논리/NNG', '말/VV', '고/EC', '나/NP', '한텐/JKB+JX', '없/VA', '다는/ETM', '고백/NNG', '이/VCP', '야/EC']"
2016	이자혜하고 트페미하고 무슨 상관이야 그걸로 치면 소라넷으로 이미 한남들은 고개도 못들고 찍소리 못하고 살아야지	['이/MM', '자혜/NNG', '하/XSV', '고/EC', '트/NNG', '페미/NNP', '하고/JKB', '무슨/MM', '상관/NNG', '이/VCP', '야/EF', '그걸로/NP+JKB', '치/VV', '면/EC', '소라넷/NNP', '으로/JKB', '이미/MAG', '한남/NNG', '들/XSN', '은/JX', '고개/NNG', '도/JX', '못/MAG', '들/VV', '고/EC', '찍소리/NNG', '못/MAG', '하/VV', '고/EC', '살/VV', '아야지/EC']
2016	강간은 한남이 했는데.. 이래도... 한남이 옳다고 생각하십니까 쿰척	['강간/NNG', '은/JX', '한남/NNG', '이/JKS', '했/VV+EP', '는데/EF', './SF', './SY', '이/VCP', '래도/EC+VV+EF', './SF', '../SY', '한남/NNG', '이/JKS', '옳/VA', '다고/EC', '생각/NNG', '하/XSV', '십니까/EP+EF', '쿰/NNG', '척/NNB']
2016	길고양이들도 한남을 조심해야 하는법... 현명한 야옹이였고 저는 어서 끔찍한 이미지를 뇌속에서 지우기 위해 잠시(?) 캔디 크러쉬를 하겠음	['길/NNG', '고양이/NNG', '들/XSN', '도/JX', '한남/NNG', '을/JKO', '조심/NNG', '해야/XSV+EC', '하/VV', '는/ETM', '법/NNB', './SF', '../SY', '현명/NNG', '한/XSA+ETM', '야옹이/NNG', '였/VCP+EP', '고/EC', '저/NP', '는/JX', '어서/MAG', '끔찍/XR', '한/XSA+ETM', '이미지/NNG', '를/JKO', '뇌/NNG', '속/NNG', '에서/JKB', '지우/VV', '기/ETN', '위해/VV+EC', '잠시/NNG', '(/SSO', '?)/SY', '캔디/NNP', '크러쉬/NNP', '를/JKO', '하/VV', '겠/EP', '음/ETN']
2016	"'게임하는 남자는 게임하는 어린여자 꼬신다' 라면서 다들 공감하고 한남새끼ㅉㅉ 하는데 난 남편이랑 게임에서 만나 가정꾸리고 같이 게임하는 지금 일상이 너무 즐겁고 행복함

게임에서 만난 남여를 가해자 피해자로 전부 바라보진 않았으면..."	"[""'/SY"", '게임/NNG', '하/XSV', '는/ETM', '남자/NNG', '는/JX', '게임/NNG', '하/XSV', '는/ETM', '어린/VA+ETM', '여자/NNG', '꼬신다/VV+EC', ""'/SY"", '라면/NNG', '서/JKB', '다/MAG', '들/XSN', '공감/NNG', '하/XSA', '고/EC', '한남/NNG', '새끼/NNG', 'ㅉㅉ/UNKNOWN', '하/VV', '는데/EC', '난/VX+ETM', '남편/NNG', '이랑/JKB', '게임/NNG', '에서/JKB', '만나/VV+EC', '가정/NNG', '꾸리/VV', '고/EC', '같이/MAG', '게임/NNG', '하/XSV', '는/ETM', '지금/NNG', '일상/NNG', '이/JKS', '너무/MAG', '즐겁/VA', '고/EC', '행복/NNG', '함/XSA+ETN', '게임/NNG', '에서/JKB', '만난/VV+ETM', '남여/NNG', '를/JKO', '가해자/NNG', '피해자/NNG', '로/JKB', '전부/MAG', '바라보/VV', '진/EC+JX', '않/VX', '았/EP', '으면/EF', './SF', '../SY']"
2016	근데 어쨌든 나는 '한남'을 설득할 생각은 1도 없다. 그들의 생각을 바꿔서 뭐가 된다고 전혀 생각하지 않음. 나는 '앗 우리가 진짜 일을 못하나?' 라고 흔들릴 여성분들과 우리가 일을 못하는 게 아니라고 말하고 싶을 뿐이다.	"['근데/MAJ', '어쨌든/MAJ', '나/NP', '는/JX', ""'/SY"", '한남/NNG', ""'/SY"", '을/JKO', '설득/NNG', '할/XSV+ETM', '생각/NNG', '은/JX', '1/SN', '도/NNBC', '없/VA', '다/EF', './SF', '그/NP', '들/XSN', '의/JKG', '생각/NNG', '을/JKO', '바꿔서/VV+EC', '뭐/NP', '가/JKS', '된다고/VV+EC', '전혀/MAG', '생각/NNG', '하/XSV', '지/EC', '않/VX', '음/ETN', './SF', '나/NP', '는/JX', ""'/SY"", '앗/IC', '우리/NP', '가/JKS', '진짜/MAG', '일/NNG', '을/JKO', '못/MAG', '하/VV', '나/EF', '?/SF', ""'/SY"", '라고/VCP+EC', '흔들릴/VV+ETM', '여성/NNG', '분/XSN', '들/XSN', '과/JC', '우리/NP', '가/JKS', '일/NNG', '을/JKO', '못/MAG', '하/VV', '는/ETM', '게/NNB+JKC', '아니/VCN', '라고/EC', '말/NNG', '하/XSV', '고/EC', '싶/VX', '을/ETM', '뿐/NNB', '이/VCP', '다/EF', './SF']"
2016	트위터에서 한남만 수백명을 본 경험이다. 서울대 나온 진보논객부터 급식 먹는 일베충까지 두루 다 거쳐봤다. 결론부터 말하자면, 하나같이 뇌가 좆빻았다. 이걸로 언팔을 당해도 좋고, 조리를 돌려도 좋다. 그런데 사실이고 남혐이랑은 전혀 상관없는 일이다.	['트위터/NNP', '에서/JKB', '한남/NNG', '만/JX', '수백/NR', '명/NNBC', '을/JKO', '본/VV+ETM', '경험/NNG', '이/VCP', '다/EF', './SF', '서울대/NNP', '나온/VV+ETM', '진보/NNG', '논객/NNG', '부터/JX', '급식/NNG', '먹/VV', '는/ETM', '일/NNG', '베/NNG', '충/NNG', '까지/JX', '두루/MAG', '다/MAG', '거쳐/VV+EC', '봤/VX+EP', '다/EF', './SF', '결론/NNG', '부터/JX', '말/NNG', '하/XSV', '자면/EC', ',/SC', '하나/NR', '같이/MAG', '뇌/NNG', '가/JKS', '좆/NNG', '빻/VV', '았/EP', '다/EF', './SF', '이걸로/NP+JKB', '언/VV+ETM', '팔/NNG', '을/JKO', '당해/VV+EC', '도/JX', '좋/VA', '고/EC', ',/SC', '조리/NNG', '를/JKO', '돌려도/VV+EC', '좋/VA', '다/EF', './SF', '그런데/MAJ', '사실/NNG', '이/VCP', '고/EC', '남/VX+ETN', '혐/UNKNOWN', '이랑/JKB', '은/JX', '전혀/MAG', '상관없/VA', '는/ETM', '일/NNG', '이/VCP', '다/EF', './SF']
2016	ㅎㅎㅎㅎㅎㅎ빻은 소리 하는 한남 계정 프로필 사진이 잘생긴 양인인 걸 보면 너무 웃기고 아 네 잘 알겠습니다 이런 기분 되는ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	['ㅎㅎㅎ/IC', 'ㅎㅎㅎ/IC', '빻/VV', '은/ETM', '소리/NNG', '하/VV', '는/ETM', '한남/NNG', '계정/NNG', '프로필/NNG', '사진/NNG', '이/JKS', '잘생긴/VA+ETM', '양인/NNG', '인/VCP+ETM', '걸/NNB+JKO', '보/VV', '면/EC', '너무/MAG', '웃기/VV', '고/EC', '아/IC', '네/IC', '잘/MAG', '알/VV', '겠/EP', '습니다/EF', '이런/MM', '기분/NNG', '되/VV', '는/ETM', 'ㅋㅋㅋ/IC', 'ㅋㅋㅋ/IC', 'ㅋㅋㅋ/IC', 'ㅋㅋㅋ/IC', 'ㅋㅋㅋ/IC', 'ㅋㅋ/IC']
2016	"http://m.news.naver.com/read.nhn?oid=003&amp;aid=0007530305&amp;sid1=102&amp;mode=LSD …
여성 100여명 몰카 찍은 30대 한남, 징역 1년.gisa
동종 전과가 있어도 순순히 범행 인정 등의 참작 사유가 있군요."	['http/SL', ':/SC', '//SC', '//SC', 'm/SL', './SY', 'news/SL', './SY', 'naver/SL', './SY', 'com/SL', '//SC', 'read/SL', './SY', 'nhn/SL', '?/SY', 'oid/SL', '=/SY', '003/SN', '&/SY', 'amp/SL', ';/SY', 'aid/SL', '=/SY', '0007530305/SN', '&/SY', 'amp/SL', ';/SY', 'sid/SL', '1/SN', '=/SY', '102/SN', '&/SY', 'amp/SL', ';/SY', 'mode/SL', '=/SY', 'LSD/SL', '\xa0/SY', '…/SE', '여성/NNG', '100/SN', '여/XSN', '명/NNBC', '몰카/NNG', '찍/VV', '은/ETM', '30/SN', '대/NNBC', '한남/NNG', ',/SC', '징역/NNG', '1/SN', '년/NNBC', './SY', 'gisa/SL', '동종/NNG', '전과/NNG', '가/JKS', '있/VA', '어도/EC', '순순히/MAG', '범행/NNG', '인정/NNG', '등/NNB', '의/JKG', '참작/NNG', '사유/NNG', '가/JKS', '있/VA', '군요/EF', './SF']
2016	한남몰가 미러링으로 똑같이 돌려줘도 자기가 한 짓은 생각못하고 '니가 감히 나한테 복수한 거냐?' 이런 태도밖에 못취함 윽	"['한남/NNG', '몰/NNG', '가/JKS', '미러/NNG', '링/NNG', '으로/JKB', '똑같이/MAG', '돌려줘도/VV+EC', '자기/NP', '가/JKS', '한/MM', '짓/NNB', '은/JX', '생각/NNG', '못/MAG', '하/VV', '고/EC', ""'/SY"", '니/NP', '가/JKS', '감히/MAG', '나/NP', '한테/JKB', '복수/NNG', '한/XSA+ETM', '거/NNB', '냐/VCP+EF', '?/SF', ""'/SY"", '이런/MM', '태도/NNG', '밖에/JX', '못/MAG', '취함/VV+ETN', '윽/IC']"
2016	한남들 포경수술하는거 죄다 '고래잡는다'라고 하는데, 솔직히 고래가 아니라 멸치아니냐? 뭐가 크다고 고래야...	"['한남/NNG', '들/XSN', '포경/NNG', '수술/NNG', '하/XSV', '는/ETM', '거/NNB', '죄다/MAG', ""'/SY"", '고래/NNG', '잡/VV', '는다/EC', ""'/SY"", '라고/JKQ', '하/VV', '는데/EC', ',/SC', '솔직히/MAG', '고래/NNG', '가/JKC', '아니/VCN', '라/EC', '멸치/NNG', '아니/VCN', '냐/EF', '?/SF', '뭐/NP', '가/JKS', '크/VA', '다고/EC', '고래/NNG', '야/VCP+EF', './SF', '../SY']"
2016	레복서 너무 소름돋는게 강남역 살인남 사건 터지면서 여혐 논란 일기 한참 전부터 한남 서열문화와 생태계를 너무 정확하게 관통해서....... 진짜 대박 작품이다....	['레/NNG', '복서/NNG', '너무/MAG', '소름/NNG', '돋/VV', '는/ETM', '게/NNB+JKS', '강남역/NNP', '살인/NNG', '남/NNG', '사건/NNG', '터지/VV', '면서/EC', '여혐/NNG', '논란/NNG', '일기/NNG', '한참/NNG', '전/NNG', '부터/JX', '한남/NNG', '서열/NNG', '문화/NNG', '와/JC', '생태계/NNG', '를/JKO', '너무/MAG', '정확/NNG', '하/XSA', '게/EC', '관통/NNG', '해서/XSV+EC', './SF', '....../SY', '진짜/MAG', '대박/NNG', '작품/NNG', '이/VCP', '다/EF', './SF', '.../SY']
2016	이런 새끼들의 특징은 오타쿠의 문제 아이돌 팬덤의 문제 K한남의 문제 등으로 마음껏 일반화 및 타자화하다가 지들 문제가 되면 모든 사람이 완벽할 수는 없다 이딴 소리로 넘어간다는 것.	['이런/MM', '새끼/NNG', '들/XSN', '의/JKG', '특징/NNG', '은/JX', '오타쿠/NNP', '의/JKG', '문제/NNG', '아이돌/NNP', '팬덤/NNP', '의/JKG', '문제/NNG', 'K/SL', '한/XSA+ETM', '남/NNG', '의/JKG', '문제/NNG', '등/NNB', '으로/JKB', '마음껏/MAG', '일반/NNG', '화/XSN', '및/MAJ', '타자/NNG', '화/XSN', '하/XSV', '다가/EC', '지/NP', '들/XSN', '문제/NNG', '가/JKS', '되/VV', '면/EC', '모든/MM', '사람/NNG', '이/JKS', '완벽/NNG', '할/XSV+ETM', '수/NNB', '는/JX', '없/VA', '다/EF', '이딴/MM', '소리/NNG', '로/JKB', '넘어간다는/VV+ETM', '것/NNB', './SF']
2016	"나:난금발취향아니얌
스텔라님:그래?
나:난존대여캐취향아니얌
하나짱님:그래?
나:난사람얼굴같이생긴가면취향아니얌
노크님:그래?
나:난말적고무뚝뚝한남캐취향아니얌
캇군님:그래?
나:난교복딱히취향아니얌
스캇님:그래?
나:(간이랑쓸개랑 다꺼내고잇음)"	['나/NP', ':/SC', '난/NP+JX', '금발/NNG', '취향/NNG', '아니/IC', '얌/NNP', '스텔라/NNP', '님/XSN', ':/SC', '그래/IC', '?/SF', '나/NP', ':/SC', '난/NP+JX', '존/NNP', '대/NNBC', '여/XSN', '캐/XPN', '취향/NNG', '아니/IC', '얌/NNP', '하나/NR', '짱/NNG', '님/XSN', ':/SC', '그래/IC', '?/SF', '나/NP', ':/SC', '난/NP+JX', '사람/NNG', '얼굴/NNG', '같이/JKB', '생긴/VV+ETM', '가/VV', '면/EC', '취향/NNG', '아니/IC', '얌/NNP', '노크/NNP', '님/XSN', ':/SC', '그래/IC', '?/SF', '나/NP', ':/SC', '난/NP+JX', '말/NNG', '적/XSN', '고무/NNG', '뚝뚝/MAG', '한남/NNG', '캐/VV+ETM', '취향/NNG', '아니/IC', '얌/NNP', '캇/NNP', '군/NNG', '님/XSN', ':/SC', '그래/IC', '?/SF', '나/NP', ':/SC', '난/NP+JX', '교복/NNG', '딱히/MAG', '취향/NNG', '아니/IC', '얌/NNP', '스캇/NNP', '님/XSN', ':/SC', '그래/IC', '?/SF', '나/NP', ':/SC', '(/SSO', '간/NNG', '이랑/JC', '쓸개/NNG', '랑/JKB', '다/MAG', '꺼내/VV', '고/EC', '잇/VX', '음/ETN', ')/SSC']
2016	어제 '전형적인 한남'이라는 의미로 '나무위키에서 튀어나온 것 같은 남자'라는 표현을 들었는데 고것 참 찰지다 ㅋㅋㅋ	"['어제/NNG', ""'/SY"", '전형/NNG', '적/XSN', '인/VCP+ETM', '한남/NNG', ""'/SY"", '이/VCP', '라는/ETM', '의미/NNG', '로/JKB', ""'/SY"", '나무/NNG', '위키/NNP', '에서/JKB', '튀어나온/VV+ETM', '것/NNB', '같/VA', '은/ETM', '남자/NNG', ""'/SY"", '라는/VCP+ETM', '표현/NNG', '을/JKO', '들/VV', '었/EP', '는데/EC', '고것/NP', '참/MAG', '찰지/VA', '다/EF', 'ㅋㅋㅋ/IC']"
2016	남자 정자 상태가 태아의 건강에 영향을 미쳐서 관리가 중요한 건 맞는데 와중에 여자를 밭으로 표현하는 것 좀 봐. 애초에 난자도 씨앗인데 한남좆같은 표현 작작 좀 하자~ pic.twitter.com/VSh7v3nvoQ	['남자/NNG', '정자/NNG', '상태/NNG', '가/JKS', '태아/NNG', '의/JKG', '건강/NNG', '에/JKB', '영향/NNG', '을/JKO', '미쳐서/VV+EC', '관리/NNG', '가/JKS', '중요/NNG', '한/XSA+ETM', '건/NNB+JX', '맞/VV', '는데/EC', '와중/NNG', '에/JKB', '여자/NNG', '를/JKO', '밭/NNG', '으로/JKB', '표현/NNG', '하/XSV', '는/ETM', '것/NNB', '좀/MAG', '봐/VV+EF', './SF', '애초/NNG', '에/JKB', '난자/NNG', '도/JX', '씨앗/NNG', '인데/VCP+EC', '한남/NNG', '좆같/VA', '은/ETM', '표현/NNG', '작작/MAG', '좀/MAG', '하/VV', '자/EC', '~/SY', 'pic/SL', './SY', 'twitter/SL', './SY', 'com/SL', '//SC', 'VSh/SL', '7/SN', 'v/SL', '3/SN', 'nvoQ/SL']
